accession_number	scientific_name	common_name	building	life_form	media_count
2011-0263A	Ilex opaca	American Holly,White Holly	HMSG	Evergreen tree	2
2011-0268A	Ilex opaca	American Holly,White Holly	HMSG	Evergreen tree	2
2011-0278A	Ilex opaca	American Holly,White Holly	HMSG	Evergreen tree	2
2011-0283A	Ilex opaca	American Holly,White Holly	HMSG	Evergreen tree	1
2011-0286A	Ilex opaca	American Holly,White Holly	HMSG	Evergreen tree	2
2011-0273A	Ilex opaca	American Holly,White Holly	HMSG	Evergreen tree	2
2011-0280A	Ilex opaca	American Holly,White Holly	HMSG	Evergreen tree	2
2011-0279A	Ilex opaca	American Holly,White Holly	HMSG	Evergreen tree	2
2011-0385A	Ilex opaca	American Holly,White Holly	SI Castle	Evergreen tree	9
2011-0262A	Ilex opaca	American Holly,White Holly	HMSG	Evergreen tree	2
2011-0274A	Ilex opaca	American Holly,White Holly	HMSG	Evergreen tree	2
2011-0382A	Ilex opaca	American Holly,White Holly	SI Castle	Evergreen tree	3
2011-0384A	Ilex opaca	American Holly,White Holly	SI Castle	Evergreen tree	4
2011-0414A	Ilex opaca	American Holly,White Holly		Evergreen tree	9
2011-0412A	Ilex opaca	American Holly,White Holly		Evergreen tree	13
2011-0494A	Ilex opaca	American Holly,White Holly		Evergreen tree	4
2011-0578A	Ilex opaca	American Holly,White Holly		Evergreen tree	12
2011-0590A	Ilex opaca	American Holly,White Holly		Evergreen tree	4
2011-0812A	Ilex opaca	American Holly,White Holly	NMAH	Evergreen tree	2
2011-0899A	Ilex opaca	American Holly,White Holly	NMNH	Evergreen tree	4
2011-0915A	Ilex opaca	American Holly,White Holly	NMNH	Evergreen tree	4
2011-1075A	Ilex opaca	American Holly,White Holly	NMNH	Evergreen tree	5
2011-1271A	Hamamelis × intermedia 'Arnold Promise'	Arnold Promise Witch Hazel,Witch Hazel	NASM	Deciduous shrub/sub-shrub	4
2011-1396A	Ilex opaca	American Holly,White Holly	NMAI DC	Evergreen tree	2
2011-1419A	Ilex opaca	American Holly,White Holly	NMAI DC	Evergreen tree	1
2011-1418A	Ilex opaca	American Holly,White Holly	NMAI DC	Evergreen tree	1
2011-1394A	Ilex opaca	American Holly,White Holly	NMAI DC	Evergreen tree	8
2011-1395A	Ilex opaca	American Holly,White Holly	NMAI DC	Evergreen tree	2
2011-1397A	Ilex opaca	American Holly,White Holly	NMAI DC	Evergreen tree	2
2011-2677A	Ilex opaca	American Holly,White Holly		Evergreen tree	2
2011-2715A	Ilex opaca	American Holly,White Holly		Evergreen tree	2
2011-2716A	Ilex opaca	American Holly,White Holly		Evergreen tree	2
2011-2717A	Ilex opaca	American Holly,White Holly		Evergreen tree	2
2015-2204A	Halesia monticola var. vestita	Silverbell Tree,Carolina Silverbell,Mountain Silverbell		Deciduous tree	4
2015-2206A	Halesia monticola var. vestita	Silverbell Tree,Carolina Silverbell,Mountain Silverbell		Deciduous tree	4
2015-2210A	Halesia monticola var. vestita	Silverbell Tree,Carolina Silverbell,Mountain Silverbell		Deciduous tree	4
2015-2208A	Halesia monticola var. vestita	Silverbell Tree,Carolina Silverbell,Mountain Silverbell		Deciduous tree	4
2015-2207A	Halesia monticola var. vestita	Silverbell Tree,Carolina Silverbell,Mountain Silverbell		Deciduous tree	5
2019-0214A	Ilex opaca	American Holly,White Holly	NMAH	Evergreen tree	2
2011-1002A	Ilex verticillata 'Sparkleberry'	Sparkleberry Holly	NMNH	Deciduous tree	14
2011-1022A	Juniperus virginiana 'Burkii'	Cultivar of Eastern Redcedar	NMNH	Evergreen tree	4
2011-1023A	Juniperus virginiana 'Burkii'	Cultivar of Eastern Redcedar	NMNH	Evergreen tree	4
2011-1026A	Juniperus virginiana 'Burkii'	Cultivar of Eastern Redcedar	NMNH	Evergreen tree	13
2011-1024A	Juniperus virginiana 'Burkii'	Cultivar of Eastern Redcedar	NMNH	Evergreen tree	4
2011-1025A	Juniperus virginiana 'Burkii'	Cultivar of Eastern Redcedar	NMNH	Evergreen tree	4
2011-1036A	Ilex opaca 'Greenleaf'	Cultivar of American Holly	NMNH	Evergreen tree	4
2011-1021A	Juniperus virginiana 'Burkii'	Cultivar of Eastern Redcedar	NMNH	Evergreen tree	12
2011-1048A	Ilex opaca 'Greenleaf'	Cultivar of American Holly	NMNH	Evergreen tree	3
2011-1037A	Ilex opaca 'Greenleaf'	Cultivar of American Holly	NMNH	Evergreen tree	15
2011-1065A	Ilex opaca 'Greenleaf'	Cultivar of American Holly	NMNH	Evergreen tree	2
2011-1047A	Ilex opaca 'Greenleaf'	Cultivar of American Holly	NMNH	Evergreen tree	2
2011-1064A	Ilex opaca 'Greenleaf'	Cultivar of American Holly	NMNH	Evergreen tree	3
2011-2678A	Ilex sp.	Holly		Tree	2
2011-2679A	Ilex sp.	Holly		Tree	8
2012-1450A	Ilex opaca 'Satyr Hill'	American Holly cultivar	NMNH	Evergreen tree	11
2014-1249A	Juniperus virginiana 'Canaertii'	Eastern Red Cedar cultivar	NMNH	Evergreen tree	11
2011-0968A	Ulmus americana 'Augustine'	American Elm cultivar	NMNH	Deciduous tree	3
2011-0970A	Ulmus americana 'Augustine'	American Elm cultivar	NMNH	Deciduous tree	3
2011-0990A	Ptelea trifoliata	Hop Tree,Shrub Trefoil,Wafer-Ash,Common Hoptree,Stinking Ash	NMNH	Deciduous tree	19
2017-0381A	Cornus kousa 'Triple Crown'	Kousa Dogwood Cultivar		Deciduous tree	4
2017-0394A	Cornus kousa 'Triple Crown'	Kousa Dogwood Cultivar		Deciduous tree	4
2017-0391A	Cornus kousa 'Triple Crown'	Kousa Dogwood Cultivar		Deciduous tree	4
2017-0395A	Cornus kousa 'Triple Crown'	Kousa Dogwood Cultivar		Deciduous tree	15
2019-0280A	Cornus florida 'Cherokee Princess'	Cherokee Princess Flowering Dogwood		Deciduous tree	2
2019-0278A	Cornus florida 'Cherokee Princess'	Cherokee Princess Flowering Dogwood		Deciduous tree	4
2011-0134A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	3
2011-0135A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	3
2011-0139A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	2
2011-0146A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	3
2011-0145A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	3
2011-0153A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	5
2011-0147A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	3
2011-0111A	Ulmus × hollandica	Hybrid Elm,Dutch Elm,Holland Elm	HMSG	Deciduous tree	6
2011-0154A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	4
2011-0158A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	4
2011-0142A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	3
2011-0163A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	3
2011-0144A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	3
2011-0148A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	3
2011-0152A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	6
2011-0149A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	3
2011-0161A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	4
2011-0155A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	8
2011-0162A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	3
2011-0164A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	5
2011-0165A	Malus 'Cotton Candy'	Cotton Candy Crabapple	HMSG	Deciduous tree	7
2011-0168A	Acer palmatum	Japanese Threadleaf Maple,Laceleaf Maple,Japanese Maple	HMSG	Deciduous tree	4
2011-0327A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-0297A	Lagerstroemia indica 'Natchez'	Natchez Crape Myrtle		Deciduous tree	4
2011-0317A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-0318A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-0328A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-0320A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-0351A	Acer palmatum 'Viridis'	Japanese Maple cultivar	Freer	Deciduous tree	20
2011-0464A	Ulmus americana 'Princeton'	Princeton Elm,American Elm cultivar,White Elm,Water Elm	NPG	Deciduous tree	2
2011-0463A	Ulmus americana 'Princeton'	Princeton Elm,American Elm cultivar,White Elm,Water Elm	NPG	Deciduous tree	3
2011-0511A	Magnolia × soulangeana	Chinese Magnolia,Saucer Magnolia		Deciduous tree	4
2011-0526A	Acer palmatum	Japanese Threadleaf Maple,Laceleaf Maple,Japanese Maple	Freer	Deciduous tree	11
2011-0538A	Acer palmatum	Japanese Threadleaf Maple,Laceleaf Maple,Japanese Maple		Deciduous tree	9
2011-0568A	Magnolia × soulangeana	Chinese Magnolia,Saucer Magnolia		Deciduous tree	6
2011-0562A	Lagerstroemia indica	Crepe Flower,Crape Myrtle,Crepe Myrtle		Deciduous tree	11
2011-0573A	Tilia cordata	Littleleaf Linden,Small-leaved Lime		Deciduous tree	24
2011-0656A	Lagerstroemia indica 'Sioux'	Sioux Crape Myrtle	NMAH	Deciduous tree	3
2011-0612A	Zelkova serrata	Sawleaf Zelkova,Japanese Zelkova		Deciduous tree	5
2011-0655A	Lagerstroemia indica 'Sioux'	Sioux Crape Myrtle	NMAH	Deciduous tree	3
2011-0678A	Lagerstroemia indica 'Sioux'	Sioux Crape Myrtle	NMAH	Deciduous tree	3
2011-0675A	Lagerstroemia indica 'Sioux'	Sioux Crape Myrtle	NMAH	Deciduous tree	3
2011-0682A	Lagerstroemia indica 'Sioux'	Sioux Crape Myrtle	NMAH	Deciduous tree	3
2011-0680A	Lagerstroemia indica 'Sioux'	Sioux Crape Myrtle	NMAH	Deciduous tree	3
2011-0717A	Lagerstroemia indica 'Miami'	Miami Crape Myrtle	NMAH	Deciduous tree	3
2011-0770A	Ulmus americana	American Elm,White Elm	NMAH	Deciduous tree	3
2011-0778A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry	NMAH	Deciduous tree	4
2011-0786A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry	NMAH	Deciduous tree	3
2011-0771A	Ulmus americana	American Elm,White Elm	NMAH	Deciduous tree	3
2011-0811A	Ulmus americana 'Princeton'	Princeton Elm,American Elm cultivar,White Elm,Water Elm	NMAH	Deciduous tree	3
2011-0785A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry	NMAH	Deciduous tree	2
2011-0775A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry	NMAH	Deciduous tree	8
2011-0781A	Ulmus americana	American Elm,White Elm	NMAH	Deciduous tree	4
2011-0784A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry	NMAH	Deciduous tree	2
2011-0782A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry	NMAH	Deciduous tree	3
2011-0783A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry	NMAH	Deciduous tree	3
2011-0814A	Ulmus americana 'Princeton'	Princeton Elm,American Elm cultivar,White Elm,Water Elm	NMAH	Deciduous tree	6
2011-0817A	Ulmus americana 'Princeton'	Princeton Elm,American Elm cultivar,White Elm,Water Elm	NMAH	Deciduous tree	4
2011-0891A	Ulmus americana	American Elm,White Elm	NMNH	Deciduous tree	14
2011-0904A	Ulmus americana	American Elm,White Elm	NMNH	Deciduous tree	6
2011-0901A	Ulmus americana	American Elm,White Elm	NMNH	Deciduous tree	14
2011-0895A	Ulmus americana	American Elm,White Elm	NMNH	Deciduous tree	7
2011-0907A	Cedrus libani	Cedar of Lebanon,Lebanese Cedar	NMNH	Evergreen tree	8
2011-0922A	Ulmus americana 'New Harmony'	American Elm cultivar	NMNH	Deciduous tree	13
2011-0924A	Ulmus americana	American Elm,White Elm	NMNH	Deciduous tree	8
2011-0930A	Malus × atrosanguinea	Carmine Crab Apple	NMNH	Deciduous tree	13
2011-0992A	Asimina triloba	Hoosier Banana,Papaw,Michigan Banana,Pawpaw,Nebraska Banana,Custard Banana,Indiana Banana,Pawpaw apple,White Plum,Poor Man's Banana,False Banana,Custard Apple	NMNH	Deciduous tree	4
2011-0998A	Ilex verticillata 'Sparkleberry'	Sparkleberry Holly	NMNH	Deciduous tree	5
2011-1014A	Celtis occidentalis	Hackberry,American False Elm,Nettle Tree,Common Hackberry,Rim Ash,Beaver Wood,American Hackberry	NMNH	Deciduous tree	19
2011-1015A	Asimina triloba	Hoosier Banana,Papaw,Michigan Banana,Pawpaw,Nebraska Banana,Custard Banana,Indiana Banana,Pawpaw apple,White Plum,Poor Man's Banana,False Banana,Custard Apple	NMNH	Deciduous tree	4
2011-1032A	Juniperus virginiana 'Corcorcor' Emerald Sentinel	Cultivar of Eastern Red Cedar	NMNH	Evergreen tree	11
2011-1035A	Rhus typhina 'Laciniata'	Cut Leaf Staghorn Sumac	NMNH	Deciduous tree	3
2011-1038A	Rhus typhina	Staghorn Sumac	NMNH	Deciduous shrub/sub-shrub	2
2011-1040A	Zanthoxylum americanum	Prickly Ash,Common Pricklyash,Toothache Tree,Northern Prickly Ash	NMNH	Deciduous tree	18
2011-1061A	Betula nigra 'Cully' Heritage	Heritage Black Birch,Heritage Red Birch,Heritage River Birch	NMNH	Deciduous tree	4
2011-1057A	Betula nigra 'Cully' Heritage	Heritage Black Birch,Heritage Red Birch,Heritage River Birch	NMNH	Deciduous tree	7
2011-1067A	Celtis occidentalis	Hackberry,American False Elm,Nettle Tree,Common Hackberry,Rim Ash,Beaver Wood,American Hackberry	NMNH	Deciduous tree	6
2011-1069A	Celtis laevigata	Southern Hackberry,Sugar Hackberry,Sugarberry,Mississippi Hackberry	NMNH	Deciduous tree	14
2011-1049A	Betula nigra 'Cully' Heritage	Heritage Black Birch,Heritage Red Birch,Heritage River Birch	NMNH	Deciduous tree	10
2011-1053A	Celtis occidentalis	Hackberry,American False Elm,Nettle Tree,Common Hackberry,Rim Ash,Beaver Wood,American Hackberry	NMNH	Deciduous tree	3
2011-1083A	Rhus typhina	Staghorn Sumac	NMNH	Deciduous shrub/sub-shrub	8
2011-1060A	Betula nigra 'Cully' Heritage	Heritage Black Birch,Heritage Red Birch,Heritage River Birch	NMNH	Deciduous tree	4
2011-1149A	Ulmus americana 'Princeton'	Princeton Elm,American Elm cultivar,White Elm,Water Elm	NASM	Deciduous tree	3
2011-1230A	Betula nigra 'Cully' Heritage	Heritage Black Birch,Heritage Red Birch,Heritage River Birch	NASM	Deciduous tree	3
2011-1162A	Ulmus americana 'Princeton'	Princeton Elm,American Elm cultivar,White Elm,Water Elm	NASM	Deciduous tree	3
2011-1084A	Rhus typhina	Staghorn Sumac	NMNH	Deciduous shrub/sub-shrub	1
2011-1163A	Ulmus americana 'Princeton'	Princeton Elm,American Elm cultivar,White Elm,Water Elm	NASM	Deciduous tree	3
2011-1242A	Prunus mume 'Peggy Clarke'	Japanese Apricot cultivar	NASM	Deciduous tree	5
2011-1161A	Ulmus americana 'Princeton'	Princeton Elm,American Elm cultivar,White Elm,Water Elm	NASM	Deciduous tree	3
2011-1151A	Ulmus americana 'Princeton'	Princeton Elm,American Elm cultivar,White Elm,Water Elm	NASM	Deciduous tree	3
2011-1251A	Magnolia sp.		NASM	Tree	3
2011-1229A	Betula nigra 'Cully' Heritage	Heritage Black Birch,Heritage Red Birch,Heritage River Birch	NASM	Deciduous tree	3
2011-1258A	Prunus subhirtella 'Pendula'	Weeping Higan Cherry	NASM	Deciduous tree	5
2011-1262A	Magnolia sp.		NASM	Tree	3
2011-1241A	Prunus mume 'Peggy Clarke'	Japanese Apricot cultivar	NASM	Deciduous tree	5
2011-1249A	Magnolia sp.		NASM	Tree	3
2011-1245A	Magnolia sp.		NASM	Tree	2
2011-1246A	Magnolia sp.		NASM	Tree	4
2011-1070A	Lagerstroemia indica 'Sioux'	Sioux Crape Myrtle	NMNH	Deciduous tree	5
2011-1146A	Ulmus americana 'Princeton'	Princeton Elm,American Elm cultivar,White Elm,Water Elm	NASM	Deciduous tree	4
2011-1256A	Prunus subhirtella 'Pendula'	Weeping Higan Cherry	NASM	Deciduous tree	9
2011-1286A	Magnolia sp.		NASM	Tree	7
2011-1261A	Magnolia sp.		NASM	Tree	6
2011-1263A	Magnolia sp.		NASM	Tree	3
2011-1250A	Cornus mas	Sorbet,Cornelian Cherry Dogwood,Edible Dogwood	NASM	Deciduous tree	9
2011-1291A	Magnolia sp.		NASM	Tree	3
2011-1292A	Magnolia sp.		NASM	Tree	9
2011-1315A	Lagerstroemia indica 'Miami'	Miami Crape Myrtle	NASM	Deciduous tree	3
2011-1301A	Magnolia sp.		NASM	Tree	5
2011-1306A	Malus 'Donald Wyman'	Cultivar of Flowering Crabapple	NASM	Deciduous tree	15
2011-1308A	Magnolia sp.		NASM	Tree	4
2011-1334A	Chionanthus virginicus	Poison ash,Virginian Snow Flower,Old Man's Beard,Fringetree	NASM	Deciduous tree	3
2011-1386A	Asimina triloba	Hoosier Banana,Papaw,Michigan Banana,Pawpaw,Nebraska Banana,Custard Banana,Indiana Banana,Pawpaw apple,White Plum,Poor Man's Banana,False Banana,Custard Apple	NMAI DC	Deciduous tree	2
2011-1405A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple	NMAI DC	Deciduous tree	7
2011-2641A	Cercis canadensis	Judas Tree,Eastern Redbud		Deciduous tree	2
2011-2646A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-2643A	Cercis canadensis	Judas Tree,Eastern Redbud		Deciduous tree	2
2011-2645A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-2721A	Crataegus sp.	hawthorn		Deciduous tree	2
2011-2736A	Crataegus sp.	hawthorn		Deciduous tree	3
2011-2744A	Cladrastis kentukea	Kentucky yellowwood,Yellow Ash,Yellowwood,Virgilia		Deciduous tree	3
2011-2762A	Catalpa speciosa	Catawba,Catalpa,Northern Catalpa,Cigartree		Deciduous tree	2
2011-2742A	Cladrastis kentukea	Kentucky yellowwood,Yellow Ash,Yellowwood,Virgilia		Deciduous tree	12
2011-2763A	Rhus typhina	Staghorn Sumac		Deciduous shrub/sub-shrub	3
2011-2741A	Crataegus sp.	hawthorn		Deciduous tree	3
2011-2779A	Ulmus americana	American Elm,White Elm		Deciduous tree	1
2011-2780A	Ulmus americana	American Elm,White Elm		Deciduous tree	1
2011-2781A	Ulmus americana	American Elm,White Elm		Deciduous tree	1
2011-2739A	Crataegus sp.	hawthorn		Deciduous tree	3
2011-2740A	Crataegus sp.	hawthorn		Deciduous tree	3
2011-2805A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-2807A	Populus deltoides	Eastern Cottonwood,Eastern Poplar,Cottonwood		Deciduous tree	13
2011-2784A	Morus alba	White mulberry,Silkworm Mulberry,Russian mulberry		Deciduous tree	8
2011-2815A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-2810A	Robinia pseudoacacia	Black Locust,False Acacia,Yellow Locust		Deciduous tree	2
2011-2813A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-2804A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-2812A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-2817A	Cladrastis kentukea	Kentucky yellowwood,Yellow Ash,Yellowwood,Virgilia		Deciduous tree	2
2011-2824A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple		Deciduous tree	2
2011-2828A	Tilia cordata	Littleleaf Linden,Small-leaved Lime		Deciduous tree	2
2011-2861A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2830A	Gleditsia triacanthos var. inermis	Thornless Honey Locust		Deciduous tree	2
2011-2829A	Gleditsia triacanthos var. inermis	Thornless Honey Locust		Deciduous tree	2
2011-2868A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2865A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2876A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2867A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2877A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2866A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2879A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2871A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2880A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2862A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	1
2011-2851A	Carya glabra	Swamp Hickory,Broom Hickory,Pignut Hickory		Deciduous tree	2
2011-2873A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2875A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2894A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2884A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2902A	Tilia cordata	Littleleaf Linden,Small-leaved Lime		Deciduous tree	2
2011-2869A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2888A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2878A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2858A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2885A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2919A	Pyrus calleryana	Callery Pear		Deciduous tree	9
2011-2889A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2921A	Pyrus calleryana	Callery Pear		Deciduous tree	4
2011-2926A	Pyrus calleryana	Callery Pear		Deciduous tree	3
2011-2854A	Carya ovata	Shabgark Hickory		Deciduous tree	11
2011-2933A	Catalpa speciosa	Catawba,Catalpa,Northern Catalpa,Cigartree		Deciduous tree	8
2011-2859A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2944A	Robinia pseudoacacia	Black Locust,False Acacia,Yellow Locust		Deciduous tree	6
2011-2882A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2959A	Pyrus calleryana	Callery Pear		Deciduous tree	2
2011-3006A	Zelkova serrata	Sawleaf Zelkova,Japanese Zelkova		Deciduous tree	2
2011-3036A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-2887A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-3020A	Robinia pseudoacacia	Black Locust,False Acacia,Yellow Locust		Deciduous tree	2
2011-2886A	Prunus serrulata 'Kanzan'	Kwanzan Cherry,Kanzan Cherry,Cultivar of Oriental Cherry		Deciduous tree	2
2011-3007A	Zelkova serrata	Sawleaf Zelkova,Japanese Zelkova		Deciduous tree	2
2011-2953A	Quercus shumardii	Shumard Oak		Deciduous tree	2
2011-3008A	Ulmus americana	American Elm,White Elm		Deciduous tree	3
2011-3018A	Ulmus americana	American Elm,White Elm		Deciduous tree	2
2011-3027A	Robinia pseudoacacia	Black Locust,False Acacia,Yellow Locust		Deciduous tree	3
2012-1381A	Camellia japonica	Japanese Rose,Camellia,Common Camellia,Rose Camellia	NMAH	Evergreen shrub/sub-shrub	12
2012-1398A	Liquidambar styraciflua 'Rotundiloba'	Roundleaf Sweetgum,'Rotundiloba' Sweetgum	NMNH	Deciduous tree	4
2012-1400A	Liquidambar styraciflua 'Rotundiloba'	Roundleaf Sweetgum,'Rotundiloba' Sweetgum	NMNH	Deciduous tree	4
2012-1399A	Liquidambar styraciflua 'Rotundiloba'	Roundleaf Sweetgum,'Rotundiloba' Sweetgum	NMNH	Deciduous tree	6
2012-1446A	Liquidambar styraciflua 'Rotundiloba'	Roundleaf Sweetgum,'Rotundiloba' Sweetgum		Deciduous tree	2
2012-1449A	Liquidambar styraciflua 'Rotundiloba'	Roundleaf Sweetgum,'Rotundiloba' Sweetgum		Deciduous tree	2
2012-1452A	Cornus florida 'Jean's Appalachian Snow'	Jean's Appalachian Snow Flowering Dogwood,American boxwood	NMNH	Deciduous tree	5
2012-1453A	Cornus florida 'Jean's Appalachian Snow'	Jean's Appalachian Snow Flowering Dogwood,American boxwood	NMNH	Deciduous tree	7
2012-1412A	Acer griseum 'Susanna'	Paperbark maple cultivar,Chinese paperbark maple cultivar		Deciduous tree	16
2012-1438A	Crataegus sp.	hawthorn		Deciduous tree	3
2012-1445A	Liquidambar styraciflua 'Rotundiloba'	Roundleaf Sweetgum,'Rotundiloba' Sweetgum		Deciduous tree	2
2012-1440A	Crataegus sp.	hawthorn		Deciduous tree	3
2012-1460A	Taxodium distichum 'Cascade Falls'	Swamp Cypress,Common Bald Cypress	NMNH	Deciduous tree	10
2012-1474A	Ulmus americana 'Jefferson'	American Elm cultivar	NASM	Deciduous tree	4
2012-1475A	Ulmus americana	American Elm,White Elm	NASM	Deciduous tree	3
